Código Projeto,Setor,Valor Orçado,Valor Negociado,Desconto Concedido,Data Ativação Lead,Data Início,Data Termino,Cod Responsavel,Status
PA-1591,COMPRAS,R$ 13800.00,R$ 13800.00,R$ 0.00,30.3.2018,,,1,Prospecção
PA-1592,TI,R$ 12200.00,R$ 12200.00,R$ 0.00,31.3.2018,,,2,Aguardando NF
PA-1593,Comercial,R$ 11300.00,R$ 11300.00,R$ 0.00,31.3.2018,,,8,Em negociação
PA-1594,TI,R$ 19600.00,R$ 19600.00,R$ 0.00,31.3.2018,22.4.2018,,6,Em andamento
PA-1595,Comercial,R$ 34300.00,R$ 27400.00,R$ 6900.00,1.4.2018,,,5,Aguardando NF
PA-1596,TI,R$ 8800.00,R$ 8800.00,R$ 0.00,1.4.2018,13.5.2018,,2,Em andamento
PA-1597,Logística,R$ 26200.00,R$ 26200.00,R$ 0.00,1.4.2018,,,3,Aguardando NF
PA-1598,TI,R$ 33100.00,R$ 29800.00,R$ 3300.00,1.4.2018,27.5.2018,,10,Em andamento
PA-1599,TI,R$ 5400.00,R$ 4900.00,R$ 500.00,2.4.2018,,,1,Prospecção
PA-1600,Compras,R$ 27200.00,R$ 27200.00,R$ 0.00,2.4.2018,,,6,Em negociação
PA-1601,logística,R$ 16000.00,R$ 14400.00,R$ 1600.00,3.4.2018,,,9,PROSPECÇÃO
PA-1602,Financeiro,R$ 3300.00,R$ 2300.00,R$ 1000.00,3.4.2018,18.5.2018,16.8.2018,3,Finalizado
PA-1603,Comercial,R$ 33600.00,R$ 33600.00,R$ 0.00,4.4.2018,,,8,Em negociação
PA-1604,Marketing,R$ 29800.00,R$ 26800.00,R$ 3000.00,5.4.2018,6.5.2018,,10,Em andamento
PA-1605,Comercial,R$ 19900.00,R$ 13900.00,R$ 6000.00,6.4.2018,,,4,Em negociação
PA-1606,Comercial,R$ 31100.00,R$ 31100.00,R$ 0.00,6.4.2018,,,8,Aguardando NF
PA-1607,Compras,R$ 6900.00,R$ 6900.00,R$ 0.00,6.4.2018,,,7,Aguardando NF
PA-1608,TI,R$ 30600.00,R$ 30600.00,R$ 0.00,7.4.2018,,,6,Prospecção
PA-1609,Financeiro,R$ 32500.00,R$ 32500.00,R$ 0.00,8.4.2018,,,1,Prospecção
PA-1610,Marketing,R$ 31600.00,R$ 25300.00,R$ 6300.00,8.4.2018,,,10,Em negociação
PA-1611,Comercial,R$ 33000.00,R$ 33000.00,R$ 0.00,8.4.2018,,,7,Aguardando NF
PA-1612,Financeiro,R$ 23700.00,R$ 21300.00,R$ 2400.00,9.4.2018,26.5.2018,,8,Em andamento
PA-1613,Financeiro,R$ 32000.00,R$ 25600.00,R$ 6400.00,9.4.2018,,,6,Em negociação
PA-1614,Marketing,R$ 24000.00,R$ 19200.00,R$ 4800.00,9.4.2018,,,10,Prospecção
PA-1615,Comercial,R$ 12200.00,R$ 12200.00,R$ 0.00,10.4.2018,,,4,Prospecção
PA-1616,Comercial,R$ 16600.00,,R$ 0.00,10.4.2018,,,5,Aguardando NF
PA-1617,Financeiro,R$ 30000.00,R$ 30000.00,R$ 0.00,11.4.2018,,,2,Em negociação
PA-1618,Financeiro,R$ 32700.00,R$ 32700.00,R$ 0.00,12.4.2018,10.5.2018,26.7.2018,6,Finalizado
PA-1619,Marketing,R$ 34600.00,R$ 34600.00,R$ 0.00,13.4.2018,,,10,Prospecção
PA-1620,Logística,R$ 36600.00,R$ 36600.00,R$ 0.00,14.4.2018,,,8,Aguardando NF
PA-1621,MARKETING,R$ 36500.00,R$ 29200.00,R$ 7300.00,14.4.2018,16.5.2018,10.6.2018,10,Finalizado
PA-1622,Logística,R$ 20800.00,R$ 18700.00,R$ 2100.00,15.4.2018,,,7,Em negociação
PA-1623,Logística,R$ 36400.00,R$ 29100.00,R$ 7300.00,16.4.2018,,,4,Aguardando NF
PA-1624,TI,R$ 16400.00,R$ 11500.00,R$ 4900.00,17.4.2018,,,8,Aguardando NF
PA-1625,Comercial,R$ 35200.00,R$ 35200.00,R$ 0.00,17.4.2018,,,8,Em negociação
PA-1626,Marketing,R$ 31300.00,R$ 31300.00,R$ 0.00,18.4.2018,,,2,Prospecção
PA-1627,TI,R$ 28300.00,R$ 28300.00,R$ 0.00,18.4.2018,4.6.2018,23.6.2018,3,Finalizado
PA-1628,Logística,R$ 33100.00,R$ 33100.00,R$ 0.00,19.4.2018,,,4,Em negociação
PA-1629,Marketing,R$ 20800.00,R$ 20800.00,R$ 0.00,20.4.2018,,,4,Aguardando NF
PA-1630,Comercial,R$ 4200.00,R$ 2900.00,R$ 1300.00,21.4.2018,,,3,Prospecção
PA-1631,TI,R$ 26000.00,R$ 23400.00,R$ 2600.00,21.4.2018,,,10,Prospecção
PA-1632,Marketing,R$ 17200.00,R$ 12000.00,R$ 5200.00,22.4.2018,,,3,Aguardando NF
PA-1633,RH,R$ 25200.00,R$ 25200.00,R$ 0.00,22.4.2018,28.5.2018,,8,Em andamento
PA-1634,Comercial,R$ 21700.00,R$ 21700.00,R$ 0.00,22.4.2018,,,4,Prospecção
PA-1635,Compras,R$ 24200.00,R$ 24200.00,R$ 0.00,23.4.2018,22.6.2018,,8,Em andamento
PA-1636,Logística,R$ 27400.00,R$ 24700.00,R$ 2700.00,24.4.2018,,,1,Prospecção
PA-1637,Marketing,R$ 32800.00,R$ 32800.00,R$ 0.00,25.4.2018,,,9,Em negociação
PA-1638,TI,R$ 32700.00,R$ 32700.00,R$ 0.00,25.4.2018,,,2,Aguardando NF
PA-1639,Comercial,R$ 26800.00,R$ 26800.00,R$ 0.00,26.4.2018,,,8,Aguardando NF
PA-1640,TI,R$ 3800.00,R$ 2700.00,R$ 1100.00,26.4.2018,,,7,Aguardando NF
PA-1641,comercial,R$ 6200.00,R$ 5600.00,R$ 600.00,27.4.2018,,,9,Aguardando NF
PA-1642,TI,R$ 28500.00,R$ 25700.00,R$ 2800.00,28.4.2018,6.7.2018,13.11.2018,1,Finalizado
PA-1643,Comercial,R$ 17500.00,R$ 17500.00,R$ 0.00,29.4.2018,3.7.2018,,1,Em andamento
PA-1644,TI,R$ 11000.00,R$ 9900.00,R$ 1100.00,29.4.2018,,,2,Prospecção
PA-1645,TI,R$ 3400.00,R$ 2400.00,R$ 1000.00,29.4.2018,12.6.2018,,2,Em andamento
PA-1646,Produção,R$ 33900.00,R$ 33900.00,R$ 0.00,29.4.2018,,,5,Em negociação
PA-1647,TI,R$ 20500.00,R$ 18500.00,R$ 2000.00,30.4.2018,30.6.2018,,5,Em andamento
PA-1648,Logística,R$ 24900.00,R$ 24900.00,R$ 0.00,30.4.2018,,,3,Aguardando NF
PA-1649,Marketing,R$ 36400.00,R$ 36400.00,R$ 0.00,30.4.2018,,,10,Em negociação
PA-1650,Comercial,R$ 11700.00,R$ 11700.00,R$ 0.00,30.4.2018,,,10,Prospecção
PA-1651,LOGÍSTICA,R$ 11200.00,R$ 11200.00,R$ 0.00,30.4.2018,,,10,PROSPECÇÃO
PA-1652,Logística,R$ 4300.00,R$ 3000.00,R$ 1300.00,1.5.2018,,,4,Em negociação
PA-1653,Marketing,R$ 35900.00,R$ 35900.00,R$ 0.00,2.5.2018,,,3,Em negociação
PA-1654,RH,R$ 38000.00,R$ 38000.00,R$ 0.00,2.5.2018,,,4,Prospecção
PA-1655,Logística,R$ 22500.00,R$ 22500.00,R$ 0.00,3.5.2018,,,1,Em negociação
PA-1656,Compras,R$ 22100.00,R$ 22100.00,R$ 0.00,4.5.2018,16.6.2018,,4,Em andamento
PA-1657,Marketing,R$ 12600.00,R$ 12600.00,R$ 0.00,4.5.2018,,,8,Em negociação
PA-1658,TI,R$ 6400.00,R$ 6400.00,R$ 0.00,5.5.2018,,,9,Em negociação
PA-1659,Marketing,R$ 28600.00,R$ 28600.00,R$ 0.00,6.5.2018,,,6,Em negociação
PA-1660,TI,R$ 27700.00,R$ 22200.00,R$ 5500.00,6.5.2018,,,4,Em negociação
PA-1661,TI,R$ 36600.00,R$ 36600.00,R$ 0.00,7.5.2018,,,8,Prospecção
PA-1662,Financeiro,R$ 9400.00,R$ 6600.00,R$ 2800.00,7.5.2018,,,8,Em negociação
PA-1663,TI,R$ 4900.00,R$ 4900.00,R$ 0.00,8.5.2018,,,6,Em negociação
PA-1664,Comercial,R$ 33600.00,R$ 26900.00,R$ 6700.00,8.5.2018,,,1,Em negociação
PA-1665,Logística,R$ 23300.00,R$ 21000.00,R$ 2300.00,8.5.2018,,,10,Em negociação
PA-1666,Comercial,R$ 36000.00,R$ 28800.00,R$ 7200.00,8.5.2018,,,3,Aguardando NF
PA-1667,Financeiro,R$ 11700.00,R$ 11700.00,R$ 0.00,8.5.2018,,,5,Prospecção
PA-1668,Financeiro,R$ 4200.00,R$ 3400.00,R$ 800.00,9.5.2018,,,3,Prospecção
PA-1669,Marketing,R$ 5000.00,R$ 5000.00,R$ 0.00,10.5.2018,1.7.2018,,1,Em andamento
PA-1670,Comercial,R$ 17100.00,R$ 17100.00,R$ 0.00,10.5.2018,30.5.2018,,3,Em andamento
PA-1671,Comercial,R$ 5200.00,R$ 5200.00,R$ 0.00,10.5.2018,26.6.2018,16.8.2018,4,Finalizado
PA-1672,Marketing,R$ 10300.00,R$ 9300.00,R$ 1000.00,10.5.2018,,,3,Em negociação
PA-1673,Marketing,R$ 4300.00,R$ 3000.00,R$ 1300.00,10.5.2018,,,1,Em negociação
PA-1674,Marketing,R$ 11100.00,R$ 11100.00,R$ 0.00,10.5.2018,,,5,Prospecção
PA-1675,Comercial,R$ 10500.00,R$ 10500.00,R$ 0.00,10.5.2018,9.7.2018,,5,Em andamento
PA-1676,Marketing,R$ 14800.00,R$ 14800.00,R$ 0.00,11.5.2018,,,10,Aguardando NF
PA-1677,Compras,R$ 9100.00,R$ 6400.00,R$ 2700.00,11.5.2018,,,1,Em negociação
PA-1678,Marketing,R$ 8600.00,R$ 6900.00,R$ 1700.00,12.5.2018,,,2,Em negociação
PA-1679,Comercial,R$ 35300.00,R$ 31800.00,R$ 3500.00,13.5.2018,,,1,Prospecção
PA-1680,TI,R$ 34100.00,R$ 34100.00,R$ 0.00,13.5.2018,9.6.2018,9.8.2018,4,Finalizado
PA-1681,produção,R$ 19000.00,R$ 19000.00,R$ 0.00,14.5.2018,,,5,Aguardando NF
PA-1682,TI,R$ 11000.00,R$ 11000.00,R$ 0.00,14.5.2018,,,4,Prospecção
PA-1683,Compras,R$ 22500.00,R$ 22500.00,R$ 0.00,15.5.2018,,,2,Prospecção
PA-1684,Financeiro,R$ 11200.00,R$ 7800.00,R$ 3400.00,15.5.2018,,,3,Em negociação
PA-1685,Financeiro,R$ 21300.00,R$ 21300.00,R$ 0.00,15.5.2018,,,8,Em negociação
PA-1686,Produção,R$ 32900.00,R$ 32900.00,R$ 0.00,15.5.2018,,,6,Aguardando NF
PA-1687,Financeiro,R$ 29300.00,R$ 29300.00,R$ 0.00,16.5.2018,,,3,Em negociação
PA-1688,TI,R$ 15200.00,R$ 12200.00,R$ 3000.00,17.5.2018,6.7.2018,,4,Em andamento
PA-1689,TI,R$ 9000.00,R$ 8100.00,R$ 900.00,18.5.2018,,,9,Prospecção
PA-1690,Compras,R$ 6000.00,R$ 6000.00,R$ 0.00,19.5.2018,,,8,Prospecção
PA-1691,TI,R$ 20500.00,R$ 20500.00,,19.5.2018,,,4,Prospecção
PA-1692,Logística,R$ 4500.00,R$ 4500.00,R$ 0.00,19.5.2018,,,7,Aguardando NF
PA-1693,Comercial,R$ 25100.00,R$ 25100.00,R$ 0.00,19.5.2018,,,3,Aguardando NF
PA-1694,Marketing,R$ 29700.00,R$ 29700.00,R$ 0.00,19.5.2018,,,10,Em negociação
PA-1695,Logística,R$ 6100.00,R$ 5500.00,R$ 600.00,19.5.2018,,,9,Em negociação
PA-1696,Marketing,R$ 12200.00,R$ 12200.00,R$ 0.00,20.5.2018,,,6,Em negociação
PA-1697,RH,R$ 27800.00,R$ 22200.00,R$ 5600.00,20.5.2018,,,8,Aguardando NF
PA-1698,Logística,R$ 7100.00,R$ 7100.00,R$ 0.00,21.5.2018,,,4,Aguardando NF
PA-1699,TI,R$ 5600.00,R$ 5600.00,R$ 0.00,21.5.2018,,,7,Aguardando NF
PA-1700,Compras,R$ 22200.00,R$ 22200.00,R$ 0.00,22.5.2018,,,3,Aguardando NF
PA-1701,Financeiro,R$ 10200.00,R$ 9200.00,R$ 1000.00,22.5.2018,,,5,PROSPECÇÃO
PA-1702,Compras,R$ 36000.00,R$ 28800.00,R$ 7200.00,23.5.2018,,,7,Em negociação
PA-1703,Marketing,R$ 29800.00,R$ 29800.00,R$ 0.00,24.5.2018,,,5,Prospecção
PA-1704,Produção,R$ 31200.00,R$ 21800.00,R$ 9400.00,24.5.2018,,,7,Prospecção
PA-1705,Comercial,R$ 6900.00,R$ 6200.00,R$ 700.00,25.5.2018,,,10,Prospecção
PA-1706,Produção,R$ 29800.00,R$ 29800.00,R$ 0.00,25.5.2018,,,8,Aguardando NF
PA-1707,TI,R$ 17200.00,R$ 17200.00,R$ 0.00,26.5.2018,,,10,Prospecção
PA-1708,TI,R$ 26600.00,R$ 26600.00,R$ 0.00,27.5.2018,,,3,Aguardando NF
PA-1709,Marketing,R$ 14300.00,R$ 12900.00,R$ 1400.00,28.5.2018,,,1,Aguardando NF
PA-1710,Marketing,R$ 27500.00,R$ 27500.00,R$ 0.00,29.5.2018,,,10,Em negociação
PA-1711,LOGÍSTICA,R$ 25300.00,,R$ 0.00,29.5.2018,,,10,Em negociação
PA-1712,Financeiro,R$ 4400.00,R$ 4400.00,R$ 0.00,29.5.2018,,,3,Em negociação
PA-1713,Compras,R$ 7500.00,R$ 6000.00,R$ 1500.00,29.5.2018,,,7,Em negociação
PA-1714,TI,R$ 11000.00,R$ 7700.00,R$ 3300.00,30.5.2018,,,3,Aguardando NF
PA-1715,TI,R$ 33600.00,R$ 30200.00,R$ 3400.00,30.5.2018,,,2,Prospecção
PA-1716,Financeiro,R$ 22600.00,R$ 22600.00,R$ 0.00,30.5.2018,,,3,Aguardando NF
PA-1717,Marketing,R$ 28800.00,R$ 28800.00,R$ 0.00,31.5.2018,,,3,Aguardando NF
PA-1718,Financeiro,R$ 11700.00,R$ 9400.00,R$ 2300.00,31.5.2018,10.7.2018,,3,Em andamento
PA-1719,Logística,R$ 16500.00,R$ 11600.00,R$ 4900.00,31.5.2018,,,3,Em negociação
PA-1720,Marketing,R$ 15800.00,R$ 14200.00,R$ 1600.00,1.6.2018,,,4,Aguardando NF
PA-1721,marketing,R$ 35900.00,R$ 25100.00,R$ 10800.00,2.6.2018,16.7.2018,,3,Em andamento
PA-1722,Compras,R$ 9200.00,R$ 9200.00,R$ 0.00,3.6.2018,,,8,Prospecção
PA-1723,TI,R$ 5400.00,R$ 4300.00,R$ 1100.00,4.6.2018,,,2,Em negociação
PA-1724,Marketing,R$ 3400.00,R$ 2700.00,R$ 700.00,4.6.2018,,,6,Aguardando NF
PA-1725,Marketing,R$ 37400.00,R$ 37400.00,R$ 0.00,5.6.2018,,,7,Prospecção
PA-1726,Financeiro,R$ 14900.00,R$ 11900.00,R$ 3000.00,6.6.2018,,,1,Em negociação
PA-1727,Produção,R$ 14100.00,R$ 9900.00,R$ 4200.00,7.6.2018,4.8.2018,,10,Em andamento
PA-1728,RH,R$ 21200.00,R$ 19100.00,R$ 2100.00,7.6.2018,,,9,Em negociação
PA-1729,Logística,R$ 14900.00,R$ 14900.00,R$ 0.00,8.6.2018,10.8.2018,,7,Em andamento
PA-1730,TI,R$ 25700.00,R$ 25700.00,R$ 0.00,9.6.2018,,,5,Em negociação
PA-1731,Produção,R$ 27300.00,R$ 27300.00,R$ 0.00,10.6.2018,,,1,Prospecção
PA-1732,Produção,R$ 15000.00,R$ 15000.00,R$ 0.00,11.6.2018,,,1,Em negociação
PA-1733,Logística,R$ 31100.00,R$ 31100.00,R$ 0.00,12.6.2018,,,9,Em negociação
PA-1734,Logística,R$ 37100.00,R$ 26000.00,R$ 11100.00,13.6.2018,,,5,Em negociação
PA-1735,Marketing,R$ 18700.00,R$ 16800.00,R$ 1900.00,14.6.2018,,,7,Prospecção
PA-1736,Logística,R$ 23100.00,R$ 18500.00,R$ 4600.00,15.6.2018,,,10,Prospecção
PA-1737,TI,R$ 33100.00,R$ 33100.00,R$ 0.00,16.6.2018,24.7.2018,13.1.2019,8,Finalizado
PA-1738,Financeiro,R$ 16700.00,R$ 16700.00,R$ 0.00,16.6.2018,,,10,Aguardando NF
PA-1739,Compras,R$ 16700.00,R$ 15000.00,R$ 1700.00,17.6.2018,,,6,Em negociação
PA-1740,Comercial,R$ 9300.00,R$ 9300.00,R$ 0.00,18.6.2018,8.7.2018,22.10.2018,10,Finalizado
PA-1741,COMERCIAL,R$ 9500.00,R$ 7600.00,R$ 1900.00,19.6.2018,,,5,Prospecção
PA-1742,Compras,R$ 3000.00,R$ 3000.00,R$ 0.00,20.6.2018,,,1,Prospecção
PA-1743,Comercial,R$ 31900.00,R$ 22300.00,R$ 9600.00,20.6.2018,,,1,Prospecção
PA-1744,TI,R$ 24000.00,R$ 24000.00,R$ 0.00,20.6.2018,,,1,Em negociação
PA-1745,Logística,R$ 16100.00,R$ 16100.00,R$ 0.00,21.6.2018,,,8,Em negociação
PA-1746,TI,R$ 10700.00,R$ 10700.00,R$ 0.00,21.6.2018,25.8.2018,,3,Em andamento
PA-1747,Marketing,R$ 20400.00,R$ 20400.00,R$ 0.00,22.6.2018,28.8.2018,,3,Em andamento
PA-1748,Marketing,R$ 37400.00,R$ 37400.00,R$ 0.00,22.6.2018,,,4,Aguardando NF
PA-1749,Financeiro,R$ 26400.00,R$ 26400.00,R$ 0.00,22.6.2018,,,6,Prospecção
PA-1750,Comercial,R$ 11100.00,R$ 11100.00,R$ 0.00,22.6.2018,21.7.2018,,3,Em andamento
PA-1751,TI,R$ 20100.00,R$ 18100.00,R$ 2000.00,23.6.2018,,,1,AGUARDANDO NF
PA-1752,Marketing,R$ 26100.00,R$ 20900.00,R$ 5200.00,24.6.2018,,,1,Em negociação
PA-1753,TI,R$ 19200.00,R$ 15400.00,R$ 3800.00,24.6.2018,,,10,Em negociação
PA-1754,Produção,R$ 27700.00,R$ 24900.00,R$ 2800.00,24.6.2018,,,2,Prospecção
PA-1755,TI,R$ 32900.00,R$ 23000.00,R$ 9900.00,24.6.2018,25.7.2018,30.11.2018,5,Finalizado
PA-1756,TI,R$ 35600.00,R$ 35600.00,R$ 0.00,24.6.2018,4.8.2018,4.11.2018,8,Finalizado
PA-1757,Financeiro,R$ 11700.00,R$ 9400.00,R$ 2300.00,24.6.2018,,,8,Prospecção
PA-1758,TI,R$ 33700.00,R$ 33700.00,R$ 0.00,25.6.2018,,,9,Aguardando NF
PA-1759,Compras,R$ 28400.00,R$ 28400.00,R$ 0.00,26.6.2018,,,9,Em negociação
PA-1760,Marketing,R$ 16900.00,R$ 11800.00,R$ 5100.00,27.6.2018,24.7.2018,19.9.2018,2,Finalizado
PA-1761,ti,R$ 14200.00,R$ 14200.00,R$ 0.00,28.6.2018,,,7,Prospecção
PA-1762,Compras,R$ 10400.00,R$ 8300.00,R$ 2100.00,28.6.2018,,,5,Prospecção
PA-1763,Comercial,R$ 6600.00,R$ 6600.00,R$ 0.00,28.6.2018,,,10,Em negociação
PA-1764,TI,R$ 11300.00,R$ 7900.00,R$ 3400.00,28.6.2018,21.8.2018,,10,Em andamento
PA-1765,Comercial,R$ 6000.00,R$ 6000.00,R$ 0.00,29.6.2018,,,9,Aguardando NF
PA-1766,TI,R$ 32100.00,R$ 22500.00,R$ 9600.00,30.6.2018,,,1,Aguardando NF
PA-1767,Comercial,R$ 29200.00,R$ 23400.00,R$ 5800.00,30.6.2018,27.7.2018,,4,Em andamento
PA-1768,Compras,R$ 32200.00,R$ 32200.00,R$ 0.00,1.7.2018,,,2,Aguardando NF
PA-1769,TI,R$ 30000.00,R$ 30000.00,R$ 0.00,1.7.2018,27.8.2018,24.1.2019,1,Finalizado
PA-1770,Compras,R$ 34200.00,R$ 30800.00,R$ 3400.00,1.7.2018,5.8.2018,28.1.2019,9,Finalizado
PA-1771,TI,R$ 9100.00,R$ 6400.00,R$ 2700.00,2.7.2018,,,2,Aguardando NF
PA-1772,Financeiro,R$ 37200.00,R$ 37200.00,R$ 0.00,2.7.2018,,,1,Prospecção
PA-1773,Marketing,R$ 35200.00,R$ 35200.00,R$ 0.00,3.7.2018,24.8.2018,26.9.2018,2,Finalizado
PA-1774,Marketing,R$ 31600.00,R$ 31600.00,R$ 0.00,4.7.2018,,,4,Aguardando NF
PA-1775,Marketing,R$ 24700.00,R$ 17300.00,R$ 7400.00,4.7.2018,4.9.2018,,6,Em andamento
PA-1776,Marketing,R$ 15000.00,R$ 15000.00,R$ 0.00,4.7.2018,,,4,Prospecção
PA-1777,Compras,R$ 16400.00,R$ 11500.00,R$ 4900.00,4.7.2018,,,7,Prospecção
PA-1778,Financeiro,R$ 9000.00,R$ 8100.00,R$ 900.00,4.7.2018,,,8,Em negociação
PA-1779,Financeiro,R$ 19500.00,R$ 19500.00,R$ 0.00,5.7.2018,,,9,Em negociação
PA-1780,Logística,R$ 5200.00,R$ 5200.00,R$ 0.00,6.7.2018,,,3,Em negociação
PA-1781,RH,R$ 10900.00,R$ 10900.00,R$ 0.00,6.7.2018,14.9.2018,,5,Em andamento
PA-1782,Marketing,R$ 9900.00,R$ 6900.00,R$ 3000.00,6.7.2018,,,3,Aguardando NF
PA-1783,Produção,R$ 3800.00,R$ 3800.00,R$ 0.00,6.7.2018,,,4,Prospecção
PA-1784,Marketing,R$ 32000.00,R$ 22400.00,R$ 9600.00,6.7.2018,,,4,Em negociação
PA-1785,Marketing,R$ 21500.00,R$ 21500.00,R$ 0.00,6.7.2018,,,3,Em negociação
PA-1786,Compras,R$ 16700.00,R$ 16700.00,R$ 0.00,6.7.2018,,,3,Prospecção
PA-1787,TI,R$ 24500.00,R$ 19600.00,R$ 4900.00,7.7.2018,,,3,Prospecção
PA-1788,Financeiro,R$ 26800.00,R$ 26800.00,R$ 0.00,7.7.2018,,,3,Em negociação
PA-1789,RH,R$ 6500.00,R$ 4600.00,R$ 1900.00,7.7.2018,,,4,Prospecção
PA-1790,Financeiro,R$ 24800.00,R$ 24800.00,R$ 0.00,7.7.2018,,,10,Prospecção
PA-1791,Marketing,R$ 29000.00,R$ 29000.00,R$ 0.00,7.7.2018,,,7,Em negociação
PA-1792,TI,R$ 28500.00,R$ 28500.00,R$ 0.00,7.7.2018,16.8.2018,,5,Em andamento
PA-1793,Marketing,R$ 6800.00,R$ 6800.00,R$ 0.00,7.7.2018,,,8,Aguardando NF
PA-1794,TI,R$ 4500.00,R$ 4100.00,R$ 400.00,7.7.2018,27.8.2018,,7,Em andamento
PA-1795,Produção,R$ 27600.00,R$ 27600.00,R$ 0.00,8.7.2018,,,8,Prospecção
PA-1796,Marketing,R$ 31100.00,R$ 31100.00,R$ 0.00,9.7.2018,,,9,Aguardando NF
PA-1797,TI,R$ 24500.00,R$ 22100.00,R$ 2400.00,10.7.2018,,,9,Prospecção
PA-1798,TI,R$ 22300.00,R$ 17800.00,R$ 4500.00,11.7.2018,,,6,Aguardando NF
PA-1799,Financeiro,R$ 33200.00,R$ 33200.00,R$ 0.00,11.7.2018,29.8.2018,10.11.2018,1,Finalizado
PA-1800,Comercial,R$ 8700.00,R$ 6100.00,R$ 2600.00,12.7.2018,,,6,Aguardando NF
PA-1801,marketing,R$ 5000.00,R$ 3500.00,R$ 1500.00,13.7.2018,,,4,PROSPECÇÃO
PA-1802,Logística,R$ 34900.00,R$ 34900.00,R$ 0.00,13.7.2018,21.8.2018,,3,Em andamento
PA-1803,Financeiro,R$ 25500.00,R$ 23000.00,R$ 2500.00,13.7.2018,,,5,Prospecção
PA-1804,Comercial,R$ 10300.00,R$ 10300.00,R$ 0.00,14.7.2018,27.8.2018,,10,Em andamento
PA-1805,TI,R$ 34800.00,R$ 34800.00,R$ 0.00,15.7.2018,,,5,Prospecção
PA-1806,Marketing,R$ 37400.00,,R$ 11200.00,16.7.2018,,,1,Prospecção
PA-1807,Compras,R$ 25700.00,R$ 25700.00,R$ 0.00,16.7.2018,,,8,Prospecção
PA-1808,Comercial,R$ 24200.00,R$ 24200.00,R$ 0.00,17.7.2018,,,4,Aguardando NF
PA-1809,Compras,R$ 21400.00,R$ 21400.00,R$ 0.00,18.7.2018,,,3,Prospecção
PA-1810,Compras,R$ 31200.00,R$ 31200.00,R$ 0.00,19.7.2018,,,2,Em negociação
PA-1811,Financeiro,R$ 25500.00,R$ 25500.00,R$ 0.00,19.7.2018,,,4,Prospecção
PA-1812,Logística,R$ 13400.00,R$ 13400.00,R$ 0.00,19.7.2018,,,6,Em negociação
PA-1813,TI,R$ 20000.00,R$ 20000.00,R$ 0.00,19.7.2018,,,5,Aguardando NF
PA-1814,Marketing,R$ 15100.00,R$ 12100.00,R$ 3000.00,19.7.2018,,,10,Prospecção
PA-1815,Marketing,R$ 6700.00,R$ 6700.00,R$ 0.00,20.7.2018,,,9,Em negociação
PA-1816,Logística,R$ 29400.00,R$ 29400.00,R$ 0.00,20.7.2018,,,10,Em negociação
PA-1817,TI,R$ 4900.00,R$ 4900.00,R$ 0.00,21.7.2018,,,1,Em negociação
PA-1818,Produção,R$ 21700.00,R$ 21700.00,R$ 0.00,21.7.2018,,,7,Em negociação
PA-1819,Comercial,R$ 17700.00,R$ 17700.00,R$ 0.00,22.7.2018,,,8,Aguardando NF
PA-1820,TI,R$ 21000.00,R$ 21000.00,R$ 0.00,23.7.2018,,,6,Aguardando NF
PA-1821,Marketing,R$ 12300.00,R$ 11100.00,,24.7.2018,,,2,Em negociação
PA-1822,Comercial,R$ 32700.00,R$ 22900.00,R$ 9800.00,25.7.2018,,,1,Prospecção
PA-1823,Financeiro,R$ 32200.00,R$ 32200.00,R$ 0.00,26.7.2018,,,10,Em negociação
PA-1824,Logística,R$ 8000.00,R$ 8000.00,R$ 0.00,26.7.2018,,,6,Prospecção
PA-1825,Comercial,R$ 11800.00,R$ 11800.00,R$ 0.00,27.7.2018,,,3,Em negociação
PA-1826,TI,R$ 30100.00,R$ 30100.00,R$ 0.00,28.7.2018,,,1,Em negociação
PA-1827,Financeiro,R$ 20500.00,R$ 20500.00,R$ 0.00,29.7.2018,28.8.2018,,2,Em andamento
PA-1828,Compras,R$ 3800.00,R$ 3000.00,R$ 800.00,30.7.2018,,,9,Aguardando NF
PA-1829,RH,R$ 35300.00,R$ 35300.00,R$ 0.00,30.7.2018,3.10.2018,27.12.2018,4,Finalizado
PA-1830,Financeiro,R$ 35100.00,R$ 35100.00,R$ 0.00,30.7.2018,,,1,Prospecção
PA-1831,COMERCIAL,R$ 20000.00,R$ 14000.00,R$ 6000.00,31.7.2018,,,9,Prospecção
PA-1832,TI,R$ 37700.00,R$ 33900.00,R$ 3800.00,31.7.2018,,,1,Em negociação
PA-1833,Logística,R$ 22200.00,R$ 22200.00,R$ 0.00,31.7.2018,,,10,Em negociação
PA-1834,TI,R$ 23100.00,R$ 18500.00,R$ 4600.00,31.7.2018,,,3,Prospecção
PA-1835,Marketing,R$ 19300.00,R$ 19300.00,R$ 0.00,1.8.2018,,,2,Em negociação
PA-1836,TI,R$ 9800.00,R$ 9800.00,R$ 0.00,1.8.2018,,,5,Aguardando NF
PA-1837,Comercial,R$ 15800.00,R$ 12600.00,R$ 3200.00,2.8.2018,,,5,Prospecção
PA-1838,Financeiro,R$ 14800.00,R$ 14800.00,R$ 0.00,3.8.2018,,,6,Em negociação
PA-1839,RH,R$ 17800.00,R$ 17800.00,R$ 0.00,4.8.2018,,,7,Aguardando NF
PA-1840,TI,R$ 22000.00,R$ 22000.00,R$ 0.00,5.8.2018,,,5,Aguardando NF
