Numero Ordem,Cod Operador,Produto,Ocorrência,Inicio,Fim,Qtd Produzida,Qtd Rejeitada
4139,9,Hand Games for students E400 Red,,10.06.2021 15:31:40,10.06.2021 15:51:57,0,0
4139,9,Hand Games for students E400 Red,,12.06.2021 16:08:15,12.06.2021 17:08:43,297,0
4139,1,Hand Games for students E400 Red,Preparação de Máquina,11.06.2021 15:40:01,11.06.2021 15:50:27,297,0
4147,4,Age of Empires Expansion: The Rise of Rome 2009 E181,,15.06.2021 07:31:26,15.06.2021 08:06:46,0,0
4147,4,Age of Empires Expansion: The Rise of Rome 2009 E181,,12.06.2021 11:23:34,12.06.2021 11:28:55,0,0
4147,1,Age of Empires Expansion: The Rise of Rome 2009 E181,Manutenção Mecânica,14.06.2021 15:44:55,14.06.2021 16:35:25,93,0
4097,9,8GB MP3 Player new model M820 White,,07.06.2021 10:23:05,07.06.2021 10:43:53,0,0
4148,6,Zoo Tycoon2009 E170,,12.06.2021 14:38:15,12.06.2021 14:53:47,0,0
4148,5,Zoo Tycoon2009 E170,,11.06.2021 12:33:50,11.06.2021 12:39:29,0,0
4097,8,8GB MP3 Player new model M820 White,,12.06.2021 09:23:02,12.06.2021 10:43:38,16,0
4148,10,Zoo Tycoon2009 E170,,11.06.2021 13:41:48,11.06.2021 15:12:36,36,0
4149,7,LCD20 M220 Black,,12.06.2021 07:52:19,12.06.2021 08:06:54,131,0
4096,3,MechCollection2009 E156,,08.06.2021 07:08:32,08.06.2021 08:39:21,157,0
4096,4,MechCollection2009 E156,Falha Equipamento,07.06.2021 16:40:39,07.06.2021 18:11:17,0,0
4096,1,MECHCOLLECTION2009 E156,,09.06.2021 12:06:11,09.06.2021 13:06:41,157,0
4095,6,2GB Spy Video Recorder Pen M300 White,,12.06.2021 07:14:52,12.06.2021 10:05:28,201,0
4150,7,Home Theater System 5.1 Channel M1510 Silver,Preparação de Máquina,14.06.2021 16:51:27,14.06.2021 20:51:40,142,0
4151,5,DVD Movies E100 Yellow,,11.06.2021 12:54:25,11.06.2021 13:34:35,0,0
4151,5,DVD Movies E100 Yellow,,11.06.2021 13:06:31,11.06.2021 13:27:15,0,0
4151,7,DVD Movies E100 Yellow,,10.06.2021 13:30:25,10.06.2021 13:41:02,0,0
4151,4,DVD Movies E100 Yellow,Preparação de Máquina,12.06.2021 17:34:13,12.06.2021 17:39:57,328,0
4152,1,Hand Games for kids E30 Black,,12.06.2021 09:30:23,12.06.2021 09:55:57,0,0
4152,7,Hand Games for kids E30 Black,,10.06.2021 07:38:21,10.06.2021 11:08:44,215,0
4152,1,Hand Games for kids E30 Black,,12.06.2021 15:11:57,12.06.2021 15:17:25,0,0
4046,6,zoo tycoon marine mania 2009 e160,,05.06.2021 11:33:21,05.06.2021 13:44:07,60,0
4106,8,Car Video LCD9.2W X9281 Black,,10.06.2021 12:25:37,10.06.2021 12:51:23,271,0
4045,5,Wireless Bluetooth Stereo Headphones M170 Silver,,06.06.2021 12:50:24,06.06.2021 16:11:18,357,0
4134,9,Home Theater System 5.1 Channel M515 Black,Preparação de Máquina,07.06.2021 14:38:58,07.06.2021 16:19:29,60,0
4153,8,Zoo Tycoon 2: Zookeeper Collection 2008 E134,,13.06.2021 14:58:50,13.06.2021 15:04:38,0,0
4153,6,Zoo Tycoon 2: Zookeeper Collection 2008 E134,,10.06.2021 13:24:23,10.06.2021 13:26:33,0,0
4153,1,Zoo Tycoon 2: Zookeeper Collection 2008 E134,,10.06.2021 17:04:50,10.06.2021 17:23:21,105,0
4154,5,DVD M320 Black,,11.06.2021 17:24:51,11.06.2021 18:50:06,390,0
4130,1,Home Theater System 4.1 Channel M412 Brown,,07.06.2021 07:33:36,07.06.2021 08:49:09,235,0
4155,5,Home Theater System 5.1 Channel M1540 Silver,,11.06.2021 13:12:43,11.06.2021 15:38:07,159,0
4156,10,DVD Recorder L200 Black,Controle de Qualidade,15.06.2021 11:08:09,15.06.2021 11:18:28,0,0
4156,5,DVD Recorder L200 Black,,10.06.2021 15:00:08,10.06.2021 15:02:44,0,0
4156,4,DVD Recorder L200 Black,,12.06.2021 07:52:36,12.06.2021 08:36:20,47,0
4157,1,Hand Games men M30 Black,,14.06.2021 07:31:43,14.06.2021 08:21:55,0,0
4157,5,Hand Games men M30 Black,,10.06.2021 08:02:32,10.06.2021 08:07:54,0,0
4158,8,180 CFM Vertical Discharge Fan X450 Blue,,14.06.2021 08:09:27,14.06.2021 09:44:42,37,0
4157,2,Hand Games men M30 Black,,12.06.2021 07:13:52,12.06.2021 08:04:46,381,0
4159,6,Zoo Tycoon 2: Extinct Animals 2008 E129,,14.06.2021 14:39:15,14.06.2021 14:49:55,0,0
4159,8,Zoo Tycoon 2: Extinct Animals 2008 E129,,10.06.2021 15:46:48,10.06.2021 16:42:04,336,0
4159,1,Zoo Tycoon 2: Extinct Animals 2008 E129,,12.06.2021 17:23:34,12.06.2021 17:29:17,0,0
4160,2,HALO: COMBAT EVOLVED2009 E149,,10.06.2021 11:52:04,10.06.2021 13:22:50,59,0
4134,3,Home Theater System 5.1 Channel M515 Black,,08.06.2021 13:09:41,08.06.2021 16:00:21,60,0
4150,7,Home Theater System 5.1 Channel M1510 Silver,Controle de Qualidade,10.06.2021 16:38:29,10.06.2021 17:19:21,0,0
4150,2,Home Theater System 5.1 Channel M1510 Silver,,11.06.2021 10:03:38,11.06.2021 10:09:28,0,0
4150,6,Home Theater System 5.1 Channel M1510 Silver,Preparação de Máquina,10.06.2021 16:10:24,10.06.2021 18:26:07,142,0
4017,8,Zoo Tycoon Marine Mania E120,,01.06.2021 11:21:33,01.06.2021 11:41:52,0,0
4017,10,Zoo Tycoon Marine Mania E120,,31.05.2021 08:40:07,31.05.2021 09:55:39,0,0
4017,4,Zoo Tycoon Marine Mania E120,,06.06.2021 07:08:41,06.06.2021 07:14:19,0,0
4017,3,Zoo Tycoon Marine Mania E120,,31.05.2021 15:28:47,31.05.2021 16:19:13,309,0
4017,10,Zoo Tycoon Marine Mania E120,,04.06.2021 07:12:08,04.06.2021 09:07:48,0,0
4017,,Zoo Tycoon Marine Mania E120,,01.06.2021 14:27:36,01.06.2021 14:32:47,0,0
4017,9,Zoo Tycoon Marine Mania E120,,03.06.2021 07:49:35,03.06.2021 08:20:27,309,0
4124,4,Hand Games men M30 Black,,13.06.2021 07:56:21,13.06.2021 11:57:03,183,23
4017,1,Zoo Tycoon Marine Mania E120,Controle de Qualidade,01.06.2021 07:58:13,01.06.2021 08:23:51,0,0
4017,2,Zoo Tycoon Marine Mania E120,Falha Equipamento,01.06.2021 09:26:12,01.06.2021 09:31:46,0,0
4017,2,Zoo Tycoon Marine Mania E120,,01.06.2021 11:51:12,01.06.2021 14:11:51,309,0
4125,9,Hand Games women M400 Yellow,,07.06.2021 12:32:15,07.06.2021 13:42:59,393,0
4161,7,Kings & Myths: The Age Collection2009 E147,,14.06.2021 10:47:51,14.06.2021 11:33:19,0,0
4000,8,MechWarrior 4:Knight2009 E171,,01.06.2021 15:43:20,01.06.2021 15:58:33,0,0
4161,5,Kings & Myths: The Age Collection2009 E147,,14.06.2021 16:45:33,14.06.2021 16:51:01,0,0
4000,9,mechwarrior 4:knight2009 e171,,01.06.2021 09:01:00,01.06.2021 09:06:44,0,
4161,3,Kings & Myths: The Age Collection2009 E147,,10.06.2021 08:15:56,10.06.2021 09:11:32,232,0
4000,7,MechWarrior 4:Knight2009 E171,,30.05.2021 09:59:28,31.05.2021 05:24:42,390,0
4000,3,MechWarrior 4:Knight2009 E171,,31.05.2021 15:38:18,31.05.2021 17:04:11,390,0
4161,9,Kings & Myths: The Age Collection2009 E147,,10.06.2021 14:08:44,10.06.2021 14:29:28,232,0
4085,5,USB Cable M250 White,,07.06.2021 17:05:42,07.06.2021 22:06:36,277,35
4085,9,USB Cable M250 White,,06.06.2021 17:28:19,06.06.2021 21:29:06,277,0
4162,10,Home Theater System 2.1 Channel M1210 Silver,Outros,12.06.2021 07:42:31,12.06.2021 08:07:57,344,0
4163,9,Macro Zoom Lens X300 Silver,Preparação de Máquina,11.06.2021 08:43:52,11.06.2021 09:04:33,144,0
4164,7,Age of Empires 2008new M420,Controle de Qualidade,11.06.2021 10:57:56,11.06.2021 11:13:15,0,0
4164,5,AGE OF EMPIRES 2008NEW M420,,11.06.2021 14:55:58,11.06.2021 15:01:14,,0
4164,6,Age of Empires 2008new M420,,11.06.2021 15:46:48,11.06.2021 18:37:15,254,0
4165,5,Zoo Tycoon 2: African Adventure 2008 E136,Preparação de Máquina,13.06.2021 15:17:51,13.06.2021 15:24:13,0,0
4165,10,Zoo Tycoon 2: African Adventure 2008 E136,,11.06.2021 12:30:23,11.06.2021 12:34:06,0,0
4165,9,Zoo Tycoon 2: African Adventure 2008 E136,,15.06.2021 09:02:09,15.06.2021 10:38:42,358,0
4165,4,Zoo Tycoon 2: African Adventure 2008 E136,,10.06.2021 13:00:02,10.06.2021 14:00:54,358,0
4166,10,Kings & Myths: The Age Collection2009 E147,,15.06.2021 08:17:13,15.06.2021 08:37:41,0,0
4166,1,Kings & Myths: The Age Collection2009 E147,,10.06.2021 16:47:42,10.06.2021 16:52:52,0,0
4166,3,Kings & Myths: The Age Collection2009 E147,,16.06.2021 17:24:17,16.06.2021 20:54:37,206,26
4166,5,Kings & Myths: The Age Collection2009 E147,Preparação de Máquina,12.06.2021 13:09:33,12.06.2021 13:54:54,206,0
4167,10,RalliSport Challenge2009 E155,,12.06.2021 14:39:07,12.06.2021 14:44:46,0,0
4167,9,RalliSport Challenge2009 E155,,14.06.2021 12:41:11,14.06.2021 12:44:00,0,0
4167,6,RalliSport Challenge2009 E155,,14.06.2021 07:30:51,14.06.2021 08:54:34,31,0
4168,5,Hand Games men M30 Silver,,16.06.2021 14:46:10,16.06.2021 15:15:02,202,0
4045,6,Wireless Bluetooth Stereo Headphones M170 Silver,,01.06.2021 11:23:34,01.06.2021 14:14:05,357,0
4169,6,Zoo Tycoon Complete Collection2009 E150,Preparação de Máquina,12.06.2021 10:42:23,12.06.2021 10:48:04,9,0
4170,1,LCD19W M100 White,,11.06.2021 15:36:51,11.06.2021 16:12:15,0,0
4171,1,LCD20 M220 White,,13.06.2021 13:27:15,13.06.2021 13:38:01,356,0
4170,1,LCD19W M100 White,,13.06.2021 07:18:02,13.06.2021 07:23:16,0,0
4170,7,LCD19W M100 White,,12.06.2021 17:30:02,12.06.2021 18:50:47,139,0
4151,3,DVD Movies E100 Yellow,,10.06.2021 13:16:01,10.06.2021 14:51:26,328,0
4172,5,Age of Empires III: The Asian Dynasties E106,,12.06.2021 11:19:58,12.06.2021 11:35:08,0,0
4172,9,Age of Empires III: The Asian Dynasties E106,,14.06.2021 16:26:58,14.06.2021 16:32:11,0,0
4172,3,Age of Empires III: The Asian Dynasties E106,,11.06.2021 09:00:43,11.06.2021 10:56:33,68,0
4172,1,Age of Empires III: The Asian Dynasties E106,,11.06.2021 14:57:15,11.06.2021 16:22:41,68,0
4046,10,Zoo Tycoon Marine Mania 2009 E160,,04.06.2021 17:49:37,04.06.2021 20:49:50,60,0
4124,6,Hand Games men M30 Black,Peça Danificada,12.06.2021 10:47:08,12.06.2021 13:47:29,183,0
4173,9,USB Cable M250 Black,Preparação de Máquina,11.06.2021 17:14:03,11.06.2021 18:14:38,384,0
4173,1,USB Cable M250 Black,Controle de Qualidade,16.06.2021 10:53:45,16.06.2021 11:09:40,0,0
4173,3,USB Cable M250 Black,Preparação de Máquina,13.06.2021 15:26:29,13.06.2021 15:32:06,0,0
4169,6,zoo tycoon complete collection2009 e150,Controle de Qualidade,13.06.2021 16:49:43,13.06.2021 16:54:53,0,0
4169,2,Zoo Tycoon Complete Collection2009 E150,,11.06.2021 15:57:27,11.06.2021 15:59:46,0,0
4169,9,Zoo Tycoon Complete Collection2009 E150,Outros,11.06.2021 12:28:39,11.06.2021 15:21:58,9,0
4152,8,Hand Games for kids E30 Black,,15.06.2021 15:56:09,15.06.2021 16:41:48,0,0
4152,9,Hand Games for kids E30 Black,,11.06.2021 07:05:39,11.06.2021 09:50:55,215,0
4174,5,Home Theater System 2.1 Channel M1230 Black,,11.06.2021 07:38:03,11.06.2021 08:41:21,244,0
4174,5,Home Theater System 2.1 Channel M1230 Black,,16.06.2021 11:56:49,16.06.2021 12:12:31,0,0
4174,4,Home Theater System 2.1 Channel M1230 Black,,12.06.2021 07:05:39,12.06.2021 07:07:49,0,0
4175,2,Centrex Phone System L10 Black,Controle de Qualidade,12.06.2021 12:42:11,12.06.2021 13:12:42,0,0
4175,2,Centrex Phone System L10 Black,,13.06.2021 11:50:55,13.06.2021 12:11:20,0,0
4176,8,8xDVD E130 Black,Manutenção Mecânica,16.06.2021 11:18:57,16.06.2021 14:19:51,369,46
4150,5,Home Theater System 5.1 Channel M1510 Silver,,10.06.2021 11:30:20,10.06.2021 12:00:56,0,0
4150,5,Home Theater System 5.1 Channel M1510 Silver,,11.06.2021 16:43:32,11.06.2021 20:58:47,142,0
4171,4,LCD20 M220 White,,13.06.2021 12:25:29,13.06.2021 15:25:49,356,0
4151,2,DVD Movies E100 Yellow,,11.06.2021 16:59:13,11.06.2021 17:50:06,0,0
4151,2,DVD Movies E100 Yellow,,12.06.2021 08:24:17,12.06.2021 12:34:47,328,0
4177,4,17'' Oscillating Pedestal Fan M125 White,,13.06.2021 15:01:35,14.06.2021 00:02:00,0,0
4046,2,Zoo Tycoon Marine Mania 2009 E160,,05.06.2021 17:08:52,05.06.2021 19:29:18,60,0
4124,4,Hand Games men M30 Black,,10.06.2021 08:25:35,10.06.2021 10:25:49,183,0
3836,10,Home Theater System 2.1 Channel M1210 Silver,Controle de Qualidade,24.05.2021 09:44:29,24.05.2021 10:19:42,0,0
3836,,Home Theater System 2.1 Channel M1210 Silver,,22.05.2021 13:24:05,22.05.2021 13:30:00,0,0
3836,10,Home Theater System 2.1 Channel M1210 Silver,,25.05.2021 07:48:08,25.05.2021 09:08:50,119,0
4045,8,Wireless Bluetooth Stereo Headphones M170 Silver,,05.06.2021 15:51:33,05.06.2021 20:52:27,357,0
4164,3,Age of Empires 2008new M420,,12.06.2021 11:16:56,12.06.2021 11:37:47,254,0
4164,1,Age of Empires 2008new M420,,12.06.2021 13:55:20,12.06.2021 15:26:07,254,0
4166,9,Kings & Myths: The Age Collection2009 E147,,11.06.2021 17:00:23,11.06.2021 17:20:43,206,0
4166,2,Kings & Myths: The Age Collection2009 E147,,16.06.2021 08:20:32,16.06.2021 09:50:56,206,0
4166,8,Kings & Myths: The Age Collection2009 E147,,14.06.2021 09:07:37,14.06.2021 09:43:01,206,0
4166,10,Kings & Myths: The Age Collection2009 E147,,11.06.2021 16:51:27,11.06.2021 17:22:14,206,26
4178,5,Hand Games men M30 Red,Controle de Qualidade,13.06.2021 15:13:23,13.06.2021 16:04:10,0,0
4178,7,HAND GAMES MEN M30 RED,,12.06.2021 15:26:55,12.06.2021 15:32:10,0,0
4178,6,Hand Games men M30 Red,,17.06.2021 13:48:25,17.06.2021 15:44:16,189,0
4176,1,8xDVD E130 Black,,16.06.2021 07:51:44,16.06.2021 08:02:02,369,0
4179,2,Combat Flight Simulator 2 M400,,12.06.2021 17:50:29,12.06.2021 21:51:05,314,0
4124,10,Hand Games men M30 Black,,13.06.2021 07:57:21,15.06.2021 05:42:43,183,0
4177,3,17'' Oscillating Pedestal Fan M125 White,,14.06.2021 13:49:17,14.06.2021 17:49:50,52,0
4171,2,LCD20 M220 White,,12.06.2021 14:24:43,12.06.2021 15:25:15,356,0
4180,4,Home Theater System 2.1 Channel M1210 Black,,11.06.2021 16:15:53,11.06.2021 20:11:41,135,0
4170,10,LCD19W M100 White,Preparação de Máquina,15.06.2021 11:42:08,15.06.2021 15:02:38,139,0
4181,7,Zoo Tycoon 2: Extinct Animals M210,,15.06.2021 17:39:41,15.06.2021 17:45:12,0,0
4181,10,zoo tycoon 2: extinct animals m210,,14.06.2021 10:01:03,14.06.2021 10:03:42,0,0
4181,5,Zoo Tycoon 2: Extinct Animals M210,,15.06.2021 12:21:18,15.06.2021 12:29:31,138,0
4182,7,Stereo Bluetooth Headphones New Generation M370 Black,Controle de Qualidade,11.06.2021 17:25:09,11.06.2021 17:30:56,0,0
4182,2,Stereo Bluetooth Headphones New Generation M370 Black,,15.06.2021 13:34:53,15.06.2021 13:37:17,0,0
4182,2,Stereo Bluetooth Headphones New Generation M370 Black,Preparação de Máquina,13.06.2021 14:25:26,13.06.2021 15:08:42,386,0
4008,4,Home Theater System 5.1 Channel M512 Brown,Controle de Qualidade,04.06.2021 08:20:41,04.06.2021 09:01:08,0,0
4008,2,Home Theater System 5.1 Channel M512 Brown,,30.05.2021 17:35:57,30.05.2021 17:41:34,0,0
4008,10,Home Theater System 5.1 Channel M512 Brown,,05.06.2021 15:56:44,05.06.2021 17:12:36,62,0
4183,7,Home Theater System 2.1 Channel E1220 Black,,11.06.2021 10:34:19,11.06.2021 10:39:46,293,37
4184,4,LCD20W M230 White,,12.06.2021 13:56:03,12.06.2021 14:01:56,0,0
4184,9,LCD20W M230 White,,17.06.2021 10:44:58,17.06.2021 10:47:25,0,0
4184,4,LCD20W M230 White,,14.06.2021 16:26:06,14.06.2021 17:04:27,172,0
3366,8,Flight Simulator 2009: A Century of Flight E151,Controle de Qualidade,09.05.2021 12:32:06,09.05.2021 12:37:26,0,0
3366,6,Flight Simulator 2009: A Century of Flight E151,,07.05.2021 08:05:51,07.05.2021 08:08:36,0,0
3366,6,Flight Simulator 2009: A Century of Flight E151,,07.05.2021 13:31:35,07.05.2021 13:55:23,109,0
4183,6,Home Theater System 2.1 Channel E1220 Black,,11.06.2021 07:38:21,11.06.2021 07:59:00,293,
4179,7,Combat Flight Simulator 2 M400,Preparação de Máquina,11.06.2021 09:47:13,12.06.2021 01:32:08,314,0
4185,9,Hand Games men M300 Red,Controle de Qualidade,14.06.2021 07:32:44,14.06.2021 07:58:20,0,0
4185,8,Hand Games men M300 Red,,14.06.2021 12:58:53,14.06.2021 13:04:32,0,0
4185,10,Hand Games men M300 Red,,12.06.2021 08:45:53,12.06.2021 09:41:13,371,0
4175,7,CENTREX PHONE SYSTEM L10 BLACK,,13.06.2021 10:53:45,13.06.2021 11:24:14,0,0
4175,4,Centrex Phone System L10 Black,Preparação de Máquina,13.06.2021 15:46:22,13.06.2021 20:17:12,17,0
4179,10,Combat Flight Simulator 2 M400,,15.06.2021 15:30:40,15.06.2021 15:55:56,0,0
4179,7,Combat Flight Simulator 2 M400,,17.06.2021 11:08:44,17.06.2021 11:14:08,0,0
4179,7,Combat Flight Simulator 2 M400,,16.06.2021 15:13:23,16.06.2021 17:44:04,314,0
4170,8,LCD19W M100 White,,16.06.2021 17:38:58,16.06.2021 22:39:42,139,17
4046,7,Zoo Tycoon Marine Mania 2009 E160,,04.06.2021 17:30:28,04.06.2021 22:31:20,60,0
4124,2,Hand Games men M30 Black,,13.06.2021 07:17:45,13.06.2021 12:18:01,183,23
4186,10,Home Theater System 4.1 Channel M413 Brown,Controle de Qualidade,13.06.2021 12:42:37,13.06.2021 12:48:25,0,0
4186,7,Home Theater System 4.1 Channel M413 Brown,,13.06.2021 08:12:54,13.06.2021 08:15:25,0,0
4177,10,17'' Oscillating Pedestal Fan M125 White,,15.06.2021 08:46:45,15.06.2021 13:17:25,52,0
4186,4,Home Theater System 4.1 Channel M413 Brown,,11.06.2021 11:30:02,11.06.2021 11:58:48,53,0
3836,10,Home Theater System 2.1 Channel M1210 Silver,,22.05.2021 07:44:06,22.05.2021 08:44:29,119,0
4187,1,Wireless Transmitter and Bluetooth Headphones M150 Blue,,13.06.2021 14:20:41,13.06.2021 15:01:20,0,0
4188,10,Home Theater System 2.1 Channel E210 Black,,11.06.2021 07:02:03,11.06.2021 09:12:35,69,0
4188,8,Home Theater System 2.1 Channel E210 Black,,15.06.2021 09:54:17,15.06.2021 11:49:41,69,9
4182,5,Stereo Bluetooth Headphones New Generation M370 Black,,12.06.2021 14:48:20,12.06.2021 14:53:51,386,0
4175,1,Centrex Phone System L10 Black,,13.06.2021 08:23:42,13.06.2021 09:34:25,17,0
4189,7,2GB Spy Video Recorder Pen M300 Black,Controle de Qualidade,15.06.2021 15:05:28,15.06.2021 15:11:12,0,0
4189,1,2GB Spy Video Recorder Pen M300 Black,,11.06.2021 12:25:46,11.06.2021 12:28:03,0,0
4189,2,2gb spy video recorder pen m300 black,,11.06.2021 12:45:21,11.06.2021 13:09:13,283,0
4188,4,Home Theater System 2.1 Channel E210 Black,,17.06.2021 08:11:54,17.06.2021 11:22:04,69,0
4179,3,Combat Flight Simulator 2 M400,,11.06.2021 12:05:02,11.06.2021 14:05:20,314,0
4190,6,LCD20 M200 Black,,17.06.2021 11:50:47,17.06.2021 14:21:00,386,0
4186,6,Home Theater System 4.1 Channel M413 Brown,,17.06.2021 10:06:57,17.06.2021 11:07:26,53,0
4191,7,Age of Mythology 2009 E158,,11.06.2021 08:49:20,11.06.2021 12:50:08,296,0
4178,4,Hand Games men M30 Red,,15.06.2021 08:43:09,15.06.2021 12:43:21,189,0
4177,6,17'' Oscillating Pedestal Fan M125 White,,13.06.2021 14:58:16,13.06.2021 18:58:32,52,0
3997,8,8GB MP3 Player new model M820 Blue,,31.05.2021 09:00:00,31.05.2021 10:30:17,75,0
4188,4,Home Theater System 2.1 Channel E210 Black,,17.06.2021 12:48:31,17.06.2021 14:04:21,69,0
4008,,HOME THEATER SYSTEM 5.1 CHANNEL M512 BROWN,,04.06.2021 13:23:13,04.06.2021 14:18:24,0,0
4008,10,Home Theater System 5.1 Channel M512 Brown,,04.06.2021 12:16:16,04.06.2021 12:27:07,0,0
4008,3,Home Theater System 5.1 Channel M512 Brown,,31.05.2021 10:18:37,31.05.2021 10:24:09,62,0
4024,3,Hand Games for kids E300 Black,,05.06.2021 16:03:30,05.06.2021 16:19:03,0,0
4024,8,Hand Games for kids E300 Black,,02.06.2021 17:22:42,02.06.2021 17:28:08,0,0
4024,4,Hand Games for kids E300 Black,Controle de Qualidade,01.06.2021 16:17:11,01.06.2021 17:32:45,106,0
4192,8,4GB Portable MP3 Player M450 White,Controle de Qualidade,13.06.2021 15:11:22,13.06.2021 15:16:38,0,0
4193,8,Wireless Bluetooth Stereo Headphones M270 Silver,,13.06.2021 10:24:57,13.06.2021 10:27:46,0,0
4192,1,4GB Portable MP3 Player M450 White,,15.06.2021 17:08:44,15.06.2021 18:19:01,284,0
4193,6,Wireless Bluetooth Stereo Headphones M270 Silver,Preparação de Máquina,13.06.2021 11:36:31,13.06.2021 12:44:51,294,0
4194,9,Hand Games for kids E300 Yellow,,12.06.2021 07:23:05,12.06.2021 07:53:28,,0
4194,4,Hand Games for kids E300 Yellow,,13.06.2021 14:29:02,13.06.2021 14:34:54,0,0
4194,4,Hand Games for kids E300 Yellow,,12.06.2021 16:10:33,12.06.2021 16:26:01,157,0
4194,2,Hand Games for kids E300 Yellow,,15.06.2021 15:25:37,15.06.2021 15:46:13,0,0
4194,2,Hand Games for kids E300 Yellow,,11.06.2021 13:38:29,11.06.2021 16:03:44,157,0
4195,7,MechCommander 2 E123,,11.06.2021 07:10:33,11.06.2021 07:26:27,0,0
4195,9,MechCommander 2 E123,,11.06.2021 08:23:16,11.06.2021 08:26:06,0,0
4195,2,MechCommander 2 E123,Preparação de Máquina,13.06.2021 08:05:34,13.06.2021 10:06:23,70,0
4196,5,Car Video LCD9.2W X9280 Black,Controle de Qualidade,15.06.2021 14:27:53,15.06.2021 14:53:48,0,0
4196,2,Car Video LCD9.2W X9280 Black,,13.06.2021 12:18:25,13.06.2021 12:24:18,0,0
4196,2,Car Video LCD9.2W X9280 Black,,17.06.2021 12:54:43,17.06.2021 16:25:08,37,5
3368,1,1GB Pulse Smart pen E50 White,,13.05.2021 10:38:29,13.05.2021 10:43:39,0,0
3368,2,1GB Pulse Smart pen E50 White,,07.05.2021 10:40:39,07.05.2021 10:43:09,0,0
3368,9,1GB Pulse Smart pen E50 White,,08.05.2021 17:09:53,08.05.2021 17:33:23,295,0
4176,1,8xDVD E130 Black,,12.06.2021 09:39:01,12.06.2021 10:39:55,369,0
4190,7,LCD20 M200 Black,,11.06.2021 12:05:02,11.06.2021 13:05:43,386,0
3997,4,8GB MP3 Player new model M820 Blue,,30.05.2021 16:49:26,30.05.2021 16:54:41,75,0
4185,5,Hand Games men M300 Red,,13.06.2021 13:25:49,13.06.2021 17:46:33,371,0
4178,10,Hand Games men M30 Red,,11.06.2021 16:25:23,11.06.2021 21:26:17,189,0
4186,8,Home Theater System 4.1 Channel M413 Brown,Preparação de Máquina,17.06.2021 11:46:19,17.06.2021 13:06:51,53,0
4191,4,age of mythology 2009 e158,,14.06.2021 17:48:28,14.06.2021 18:28:38,0,0
4191,8,Age of Mythology 2009 E158,,14.06.2021 15:39:10,14.06.2021 15:44:59,0,0
4191,2,Age of Mythology 2009 E158,Controle de Qualidade,15.06.2021 12:47:31,15.06.2021 15:02:42,296,0
4197,5,Home Theater System 2.1 Channel E212 Silver,,13.06.2021 13:17:36,13.06.2021 13:23:05,0,0
4197,2,Home Theater System 2.1 Channel E212 Silver,,12.06.2021 12:09:21,12.06.2021 13:24:51,254,0
4177,3,17'' Oscillating Pedestal Fan M125 White,,16.06.2021 11:18:05,16.06.2021 12:23:57,0,0
4177,1,17'' Oscillating Pedestal Fan M125 White,,17.06.2021 15:30:05,17.06.2021 18:15:27,52,0
4177,2,17'' Oscillating Pedestal Fan M125 White,,16.06.2021 12:49:40,16.06.2021 13:59:52,52,0
3837,7,Bicycle Card Games X600,,25.05.2021 10:38:38,25.05.2021 12:44:03,159,0
4180,1,Home Theater System 2.1 Channel M1210 Black,,12.06.2021 07:51:44,12.06.2021 08:12:06,135,0
4180,4,Home Theater System 2.1 Channel M1210 Black,,17.06.2021 15:16:16,17.06.2021 15:26:27,135,0
4180,5,Home Theater System 2.1 Channel M1210 Black,,16.06.2021 07:46:07,16.06.2021 07:56:18,135,0
4124,5,Hand Games men M30 Black,,11.06.2021 16:17:19,11.06.2021 17:47:56,183,0
4187,10,Wireless Transmitter and Bluetooth Headphones M150 Blue,,17.06.2021 11:25:09,17.06.2021 11:45:48,0,0
4187,10,Wireless Transmitter and Bluetooth Headphones M150 Blue,,17.06.2021 15:03:10,17.06.2021 15:08:38,12,0
4187,7,Wireless Transmitter and Bluetooth Headphones M150 Blue,,14.06.2021 13:21:04,14.06.2021 14:36:42,12,0
4085,3,USB Cable M250 White,,07.06.2021 11:27:01,07.06.2021 14:37:38,277,0
